StationCode;StationName;Category;Region;DwellTime_IPV;StopFlag_IPV;DwellTime_A;StopFlag_A;DwellTime_B;StopFlag_B;DwellTime_C;StopFlag_C;DwellTime_D;StopFlag_D;BufferTime;TransferTime;Labels;XCoord;YCoord;Create
MOU;Moutier;4;Ouest;1.5;1;1.5;1;1.5;1;1.5;1;1.5;1;;4;;;;
MUEH;Mühlau;4;Mitte;;0;;0;;0;;0;;0;;;;;;
MH;Mühlehorn;4;Ost;;0;;0;;0;;0;;0;;;;;;
MUE;Mülenen;HaV;Mitte;;0;;0;;0;;0;;0;;;;;;
MUEL;Müllheim-Wigoltingen;4;Ost;;0;;0;;0;;0;;0;;;;;;
MPF;Mumpf;5;Mitte;;0;;0;;0;;0;;0;;;;;;
MUEB;Münchenbuchsee;3;Mitte;1.5;1;1.5;1;1.5;1;1.5;1;1.5;1;;;;;;
MST;Münchenstein;4;Mitte;;0;;0;;0;;0;;0;;;;;;
MUCO;Münchenwiler-Courgevaux;4;Ouest;;0;;0;;0;;0;;0;;;;;;
MS;Münsingen;3;Mitte;;0;;0;;0;;0;;0;;;;;;
MSPI;Münsterlingen Spital;HaV;Ost;;0;;0;;0;;0;;0;;;;;;
MSCH;Münsterlingen-Scherzingen;HaV;Ost;;0;;0;;0;;0;;0;;;;;;
LOEW;Muntelier-Löwenberg;HaV;Ouest;;0;;0;;0;;0;;0;;;;;;
MM;Müntschemier;5;Mitte;;0;;0;;0;;0;;0;;;;;;
MUO;Muolen;HaV;Ost;;0;;0;;0;;0;;0;;;;;;
MUVS;Muraz VS;4;Ouest;;0;;0;;0;;0;;0;;;;;;
MG;Murg;4;Ost;;0;;0;;0;;0;;0;;;;;;
MGT;Murgenthal;5;Mitte;;0;;0;;0;;0;;0;;;;;;
MI;Muri AG;4;Mitte;;0;;0;;0;;0;;0;;;;;;
MRT;Murten/Morat;4;Ouest;;0;;0;;0;;0;;0;;;;;;
MU;Muttenz;4;Mitte;;0;;0;;0;;0;;0;;;;;;
NAEF;Näfels-Mollis;4;Ost;;0;;0;;0;;0;;0;;;;;;
NAEN;Nänikon-Greifensee;3;Ost;;0;;0;;0;;0;;0;;;;;;
NEB;Nebikon;4;Mitte;;0;;0;;0;;0;;0;;;;;;
NL;Nesslau-Neu St. Johann;4;Ost;;0;;0;;0;;0;;0;;;;;;
NET;Netstal;4;Ost;;0;;0;;0;;0;;0;;;;;;
NE;Neuchâtel;3;Ouest;1.5;1;1.5;1;1.5;1;1.5;1;1.5;1;;4;;;;
NESE;Neuchâtel-Serrières;4;Ouest;;0;;0;;0;;0;;0;;;;;;
NGG;Neuenegg;5;Mitte;;0;;0;;0;;0;;0;;;;;;
NHOF;Neuenhof;4;Ost;;0;;0;;0;;0;;0;;;;;;
NH;Neuhausen;4;Ost;;0;;0;;0;;0;;0;;;;;;
NHRH;Neuhausen Rheinfall;4;Ost;;0;;0;;0;;0;;0;;;;;;
NK;Neukirch-Egnach;HaV;Ost;;0;;0;;0;;0;;0;;;;;;
NM;Neumühle;HaV;Mitte;;0;;0;;0;;0;;0;;;;;;
NV;Neuveville, La;4;Ouest;;0;;0;;0;;0;;0;;;;;;
NEY;Neyruz;4;Ouest;;0;;0;;0;;0;;0;;;;;;
NID;Nidfurn-Haslen;5;Ost;;0;;0;;0;;0;;0;;;;;;
NOU;Nieder- und Oberurnen;4;Ost;;0;;0;;0;;0;;0;;;;;;
NB;Niederbipp;4;Mitte;;0;;0;;0;;0;;0;;;;;;
NG;Niederglatt;3;Ost;;0;;0;;0;;0;;0;;;;;;
NIE;Niederhasli;3;Ost;;0;;0;;0;;0;;0;;;;;;
NS;Niederscherli;4;Mitte;;0;;0;;0;;0;;0;;;;;;
NWA;Niederwangen;4;Mitte;;0;;0;;0;;0;;0;;;;;;
NW;Niederweningen;4;Ost;;0;;0;;0;;0;;0;;;;;;
NWD;Niederweningen Dorf;4;Ost;;0;;0;;0;;0;;0;;;;;;
NOI;Noiraigue;5;Ouest;;0;;0;;0;;0;;0;;;;;;
NO;Nottwil;4;Mitte;;0;;0;;0;;0;;0;;;;;;
NY;Nyon;3;Ouest;1.5;1;1.5;1;1.5;1;1.5;1;1.5;1;;4;;;;
OA;Oberaach;4;Ost;;0;;0;;0;;0;;0;;;;;;
OB;Oberbuchsiten;4;Mitte;;0;;0;;0;;0;;0;;;;;;
OBB;Oberburg;4;Mitte;;0;;0;;0;;0;;0;;;;;;
OD;Oberdiessbach;4;Mitte;;0;;0;;0;;0;;0;;;;;;
ODF;Oberdorf SO;4;Mitte;;0;;0;;0;;0;;0;;;;;;
OEF;Oberentfelden;4;Mitte;;0;;0;;0;;0;;0;;;;;;
OGL;Oberglatt;3;Ost;;0;;0;;0;;0;;0;;;;;;
OBK;Oberkirch;4;Mitte;;0;;0;;0;;0;;0;;;;;;
ORD;Oberrieden;4;Ost;;0;;0;;0;;0;;0;;;;;;
ORDD;Oberrieden Dorf;4;Ost;;0;;0;;0;;0;;0;;;;;;
ORT;Oberriet;4;Ost;;0;;0;;0;;0;;0;;;;;;
OI;Oberrüti;5;Mitte;;0;;0;;0;;0;;0;;;;;;
OWA;Oberwangen;4;Mitte;;0;;0;;0;;0;;0;;;;;;
OIS;Oberwil im Simmental;4;Mitte;;0;;0;;0;;0;;0;;;;;;
OWT;Oberwinterthur;4;Ost;;0;;0;;0;;0;;0;;;;;;
OEN;Oensingen;3;Mitte;1.5;1;1.5;1;1.5;1;1.5;1;1.5;1;;3;;;;
OEND;Oensingen Dorf;4;Mitte;;0;;0;;0;;0;;0;;;;;;
OE;Oey-Diemtigen;4;Mitte;;0;;0;;0;;0;;0;;;;;;
OL;Olten;2;Mitte;2;1;2;1;2;1;2;1;2;1;;5;;-538.742579;-286.602732;1
OLH;Olten Hammer;4;Mitte;;0;;0;;0;;0;;0;;;;;;
OP;Opfikon;3;Ost;;0;;0;;0;;0;;0;;;;;;
OPP;Oppikon;HaV;Ost;;0;;0;;0;;0;;0;;;;;;
OR;Oron;5;Ouest;;0;;0;;0;;0;;0;;;;;;
OSS;Ossingen;4;Ost;;0;;0;;0;;0;;0;;;;;;
OST;Ostermundigen;3;Mitte;;0;;0;;0;;0;;0;;;;;;
OF;Otelfingen;4;Ost;;0;;0;;0;;0;;0;;;;;;
OFR;Otelfingen Golfpark;4;Ost;;0;;0;;0;;0;;0;;;;;;
OTH;Othmarsingen;4;Mitte;;0;;0;;0;;0;;0;;;;;;
PAL;Palézieux;4;Ouest;1.5;1;1.5;1;1.5;1;1.5;1;1.5;1;;4;;;;
PALV;Palézieux-Village;5;Ouest;;0;;0;;0;;0;;0;;;;;;
PAY;Payerne;3;Ouest;;0;;0;;0;;0;;0;;3;;;;
PEN;Pensier;4;Ouest;;0;;0;;0;;0;;0;;;;;;
PF;Pfäffikon SZ;3;Ost;1.5;1;1.5;1;1.5;1;1.5;1;1.5;1;;4;;;;
PFZ;Pfäffikon ZH;3;Ost;;0;;0;;0;;0;;0;;;;;;
PFU;Pfungen;4;Ost;;0;;0;;0;;0;;0;;;;;;
PIE;Pieterlen;4;Mitte;;0;;0;;0;;0;;0;;;;;;
PINT;Pino-Tronzano;4;Sud;;0;;0;;0;;0;;0;;;;;;
LP;Plaine, La;4;Ouest;;0;;0;;0;;0;;0;;;;;;
PT;Pont, Le;5;Ouest;;0;;0;;0;;0;;0;;;;;;
PTC;Pont-Cèard;4;Ouest;;0;;0;;0;;0;;0;;;;;;
PON;Pontenet;5;Ouest;;0;;0;;0;;0;;0;;;;;;
POR;Porrentruy;4;Ouest;;0;;0;;0;;0;;0;;;;;;
PR;Pratteln;3;Mitte;;0;;0;;0;;0;;0;;;;;;
PRSR;Pratteln Salina Raurica;4;Mitte;;0;;0;;0;;0;;0;;;;;;
PRE;Preglia;4;Sud;;0;;0;;0;;0;;0;;;;;;
PRST;Presta, La, Mines d'asphalte;HaV;Ouest;;0;;0;;0;;0;;0;;;;;;
PRMA;Prilly-Malley;4;Ouest;;0;;0;;0;;0;;0;;;;;;
PUI;Puidoux-Chexbrres;4;Ouest;;0;;0;;0;;0;;0;;3;;;;
PU;Pully;4;Ouest;;0;;0;;0;;0;;0;;;;;;
PUN;Pully Nord;4;Ouest;;0;;0;;0;;0;;0;;;;;;
QUA;Quartino;5;Sud;;0;;0;;0;;0;;0;;;;;;
RZ;Rafz;4;Ost;;0;;0;;0;;0;;0;;;;;;
RMZ;Rämismühle-Zell;4;Ost;;0;;0;;0;;0;;0;;;;;;
RAM;Ramsei;4;Mitte;;0;;0;;0;;0;;0;;;;;;
RZO;Ranzo-S. Abbondio;5;Sud;;0;;0;;0;;0;;0;;;;;;
RW;Rapperswil;3;Ost;1.5;1;1.5;1;1.5;1;1.5;1;1.5;1;;4;;;;
RAR;Raron;4;Ouest;;0;;0;;0;;0;;0;;;;;;
RAET;Räterschen;4;Ost;;0;;0;;0;;0;;0;;;;;;
REB;Rebstein-Marbach;4;Ost;;0;;0;;0;;0;;0;;;;;;
REC;Reconvilier;4;Ouest;;0;;0;;0;;0;;0;;;;;;
REG;Regensdorf-Watt;3;Ost;;0;;0;;0;;0;;0;;;;;;
REIK;Reichenbach im Kandertal;5;Mitte;;0;;0;;0;;0;;0;;;;;;
RG;Reichenburg;4;Ost;;0;;0;;0;;0;;0;;;;;;
REID;Reiden;4;Mitte;;0;;0;;0;;0;;0;;;;;;
REK;Rekingen AG;4;Ost;;0;;0;;0;;0;;0;;;;;;
RE;Renan BE;4;Mitte;;0;;0;;0;;0;;0;;;;;;
REN;Renens;3;Ouest;1.5;1;1.5;1;1.5;1;1.5;1;1.5;1;;4;;;;
REU;Reuchenette-Péry;4;Ouest;;0;;0;;0;;0;;0;;;;;;
REUT;Reutlingen;4;Ost;;0;;0;;0;;0;;0;;;;;;
RCK;Rheineck;4;Ost;;0;;0;;0;;0;;0;;;;;;
RF;Rheinfelden;4;Mitte;;0;;0;;0;;0;;0;;3;;;;
RFAU;Rheinfelden Augarten;4;Mitte;;0;;0;;0;;0;;0;;;;;;
RIAZ;Riazzino;4;Sud;;0;;0;;0;;0;;0;;;;;;
RI;Richterswil;4;Ost;;0;;0;;0;;0;;0;;;;;;
RIK;Rickenbach-Attikon;4;Ost;;0;;0;;0;;0;;0;;;;;;
RID;Riddes;4;Ouest;;0;;0;;0;;0;;0;;;;;;
RCH;Riedbach;4;Mitte;;0;;0;;0;;0;;0;;;;;;
RDM;Riedmatt SZ;HaV;Ost;;0;;0;;0;;0;;0;;;;;;
RIET;Rietheim;4;Ost;;0;;0;;0;;0;;0;;;;;;
RN;Rikon;4;Ost;;0;;0;;0;;0;;0;;;;;;
RGD;Ringoldingen;HaV;Mitte;;0;;0;;0;;0;;0;;;;;;
RIV;Rivaz;5;Ouest;;0;;0;;0;;0;;0;;;;;;
RIB;Rivera-Bironico;4;Sud;;0;;0;;0;;0;;0;;;;;;
ROC;Roche VD;4;Ouest;;0;;0;;0;;0;;0;;;;;;
RCY;Rocheray, le;HaV;Ouest;;0;;0;;0;;0;;0;;;;;;
RO;Rodi-Fiesso;4;Sud;;0;;0;;0;;0;;0;;;;;;
ROBG;Roggwil-Berg;HaV;Ost;;0;;0;;0;;0;;0;;;;;;
ROG;Roggwil-Wynau;4;Mitte;;0;;0;;0;;0;;0;;;;;;
RBA;Rohrbach;5;Mitte;;0;;0;;0;;0;;0;;;;;;
ROL;Rolle;4;Ouest;;0;;0;;0;;0;;0;;;;;;
RH;Romanshorn;3;Ost;1.5;1;1.5;1;1.5;1;1.5;1;1.5;1;;4;;;;
ROM;Romont;3;Ouest;1.5;1;1.5;1;1.5;1;1.5;1;1.5;1;;3;;;;
LBD;Root D4;4;Mitte;;0;;0;;0;;0;;0;;;;;;
RS;Rorschach;3;Ost;1.5;1;1.5;1;1.5;1;1.5;1;1.5;1;;3;;;;
RSHF;Rorschach Hafen;4;Ost;;0;;0;;0;;0;;0;;;;;;
RSST;Rorschach Stadt;4;Ost;;0;;0;;0;;0;;0;;;;;;
ROS;Rosé;5;Ouest;;0;;0;;0;;0;;0;;;;;;
ROSS;Rosshäusern;4;Mitte;;0;;0;;0;;0;;0;;;;;;
RBG;Rothenburg;4;Mitte;;0;;0;;0;;0;;0;;;;;;
RBGD;Rothenburg Dorf;4;Mitte;;0;;0;;0;;0;;0;;;;;;
RTT;Rothenthurm;4;Ost;;0;;0;;0;;0;;0;;;;;;
RTR;Rothrist;4;Mitte;;0;;0;;0;;0;;0;;;;;;
RK;Rotkreuz;3;Mitte;1.5;1;1.5;1;1.5;1;1.5;1;1.5;1;;4;;;;
RUB;Rubigen;4;Mitte;;0;;0;;0;;0;;0;;;;;;
RUEN;Rümikon AG;4;Ost;;0;;0;;0;;0;;0;;;;;;
RUEM;Rümlang;3;Ost;;0;;0;;0;;0;;0;;;;;;
RLG;Rümligen;5;Mitte;;0;;0;;0;;0;;0;;;;;;
RU;Rupperswil;4;Mitte;;0;;0;;0;;0;;0;;;;;;
RUES;Rüschlikon;3;Ost;;0;;0;;0;;0;;0;;;;;;
RUS;Russin;4;Ouest;;0;;0;;0;;0;;0;;;;;;
RTH;Rüthi SG;4;Ost;;0;;0;;0;;0;;0;;;;;;
RUET;Rüti GL;4;Ost;;0;;0;;0;;0;;0;;;;;;
RUE;Rüti ZH;3;Ost;;0;;0;;0;;0;;0;;;;;;
SAN;S. Antonino;4;Sud;;0;;0;;0;;0;;0;;;;;;
SN;S. Nazzaro;4;Sud;;0;;0;;0;;0;;0;;;;;;
SAF;Safenwil;4;Mitte;;0;;0;;0;;0;;0;;;;;;
SD;Saland;4;Ost;;0;;0;;0;;0;;0;;;;;;
SAS;Salez-Sennwald;4;Ost;;0;;0;;0;;0;;0;;;;;;
SAL;Salgesch;4;Ouest;;0;;0;;0;;0;;0;;;;;;
SAM;Samstagern;4;Ost;;0;;0;;0;;0;;0;;;;;;
SA;Sargans;3;Ost;1.5;1;1.5;1;1.5;1;1.5;1;1.5;1;;4;;;;
LSA;Sarraz, La;4;Ouest;;0;;0;;0;;0;;0;;;;;;
SY;Satigny;4;Ouest;;0;;0;;0;;0;;0;;;;;;
SAT;Sattel-Aegeri;4;Ost;;0;;0;;0;;0;;0;;;;;;
SAX;Saxon;4;Ouest;;0;;0;;0;;0;;0;;;;;;
SCH;Schachen (Herisau);HaV;Ost;;0;;0;;0;;0;;0;;;;;;
SCHA;Schachen LU;5;Mitte;;0;;0;;0;;0;;0;;;;;;
SH;Schaffhausen;3;Ost;1.5;1;1.5;1;1.5;1;1.5;1;1.5;1;;4;;;;
SHIE;Schaffhausen im Emmental;HaV;Mitte;;0;;0;;0;;0;;0;;;;;;
SCAE;Schänis;5;Ost;;0;;0;;0;;0;;0;;;;;;
SCHI;Schindellegi-Feusisberg;4;Ost;;0;;0;;0;;0;;0;;;;;;
SBAD;Schinznach Bad;4;Mitte;;0;;0;;0;;0;;0;;;;;;
SCHT;Schlatt;HaV;Ost;;0;;0;;0;;0;;0;;;;;;
SCHN;Schlattingen;HaV;Ost;;0;;0;;0;;0;;0;;;;;;
SCHL;Schlieren;3;Ost;;0;;0;;0;;0;;0;;;;;;
SLF;Schloss Laufen am Rheinfall;4;Ost;;0;;0;;0;;0;;0;;;;;;
SCME;Schmerikon;4;Ost;;0;;0;;0;;0;;0;;;;;;
SCMI;Schmitten;4;Mitte;;0;;0;;0;;0;;0;;;;;;
SCHO;Schöfflisdorf-Oberweningen;4;Ost;;0;;0;;0;;0;;0;;;;;;
SCHB;Schönbühl SBB;4;Mitte;;0;;0;;0;;0;;0;;;;;;
SCOE;Schönenwerd SO;4;Mitte;;0;;0;;0;;0;;0;;;;;;
SCHK;Schottikon;4;Ost;;0;;0;;0;;0;;0;;;;;;
SCBU;Schübelbach-Buttikon;4;Ost;;0;;0;;0;;0;;0;;;;;;
SCUE;Schüpfen;4;Mitte;;0;;0;;0;;0;;0;;;;;;
SCHH;Schüpfheim;4;Mitte;;0;;0;;0;;0;;0;;;;;;
SWB;Schwäbis;HaV;Mitte;;0;;0;;0;;0;;0;;;;;;
SCHD;Schwanden;4;Ost;;0;;0;;0;;0;;0;;;;;;
SCBG;Schwarzenburg;4;Mitte;;0;;0;;0;;0;;0;;;;;;
SBR;Schwarzwasserbrücke;5;Mitte;;0;;0;;0;;0;;0;;;;;;
SCWE;Schwerzenbach ZH;3;Ost;;0;;0;;0;;0;;0;;;;;;
SCHW;Schwyz;4;Sud;1.5;1;1.5;1;1.5;1;1.5;1;1.5;1;;4;;;;
SEC;Séchey;HaV;Ouest;;0;;0;;0;;0;;0;;;;;;
SF;Seftigen;4;Mitte;;0;;0;;0;;0;;0;;;;;;
SEL;Selzach;4;Mitte;;0;;0;;0;;0;;0;;;;;;
SEM;Sempach-Neuenkirch;4;Mitte;1.5;1;1.5;1;1.5;1;1.5;1;1.5;1;;3;;;;
SKY;Sennhof-Kyburg;4;Ost;;0;;0;;0;;0;;0;;;;;;
SEN;Sentier-Orient;5;Ouest;;0;;0;;0;;0;;0;;;;;;
SE;Seon;4;Mitte;;0;;0;;0;;0;;0;;;;;;
SENO;Seon Nord;5;Mitte;;0;;0;;0;;0;;0;;;;;;
SEU;Seuzach;3;Ost;;0;;0;;0;;0;;0;;;;;;
SEV;Sevelen;4;Ost;;0;;0;;0;;0;;0;;;;;;
SIB;Siebnen-Wangen;3;Ost;;0;;0;;0;;0;;0;;;;;;
SHAU;Siegershausen;HaV;Ost;;0;;0;;0;;0;;0;;;;;;
SIE;Sierre/Siders;3;Ouest;1.5;1;1.5;1;1.5;1;1.5;1;1.5;1;;3;;;;
SIG;Siggenthal-Würenlingen;4;Ost;;0;;0;;0;;0;;0;;;;;;
SIGN;Signau;4;Mitte;;0;;0;;0;;0;;0;;;;;;
SINS;Sins;4;Mitte;;0;;0;;0;;0;;0;;;;;;
SIO;Sion;3;Ouest;1.5;1;1.5;1;1.5;1;1.5;1;1.5;1;;3;;;;
SIR;Sirnach;4;Ost;;0;;0;;0;;0;;0;;;;;;
SK;Sisikon;5;Sud;;0;;0;;0;;0;;0;;;;;;
SIS;Sissach;3;Mitte;;0;;0;;0;;0;;0;;3;;;;
SIT;Sitterdorf;5;Ost;;0;;0;;0;;0;;0;;;;;;
SIV;Siviriez;5;Ouest;;0;;0;;0;;0;;0;;;;;;
SGO;Solliat-Golisse;HaV;Ouest;;0;;0;;0;;0;;0;;;;;;
SO;Solothurn;3;Mitte;1.5;1;1.5;1;1.5;1;1.5;1;1.5;1;;4;;;;
SOAD;Solothurn Allmend;4;Mitte;;0;;0;;0;;0;;0;;;;;;
SW;Solothurn West;4;Mitte;;0;;0;;0;;0;;0;;;;;;
SOM;Sommerau;5;Mitte;;0;;0;;0;;0;;0;;;;;;
SCB;Sonceboz-Sombeval;4;Ouest;;0;;0;;0;;0;;0;;;;;;
SV;Sonvilier;4;Ouest;;0;;0;;0;;0;;0;;;;;;
SOR;Sorvilier;5;Ouest;;0;;0;;0;;0;;0;;;;;;
SP;Spiez;3;Mitte;1.5;1;1.5;1;1.5;1;1.5;1;1.5;1;;4;;;;
STER;St. Erhard-Knutwil;4;Mitte;;0;;0;;0;;0;;0;;;;;;
SG;St. Gallen;2;Ost;2;1;2;1;2;1;2;1;2;1;;5;;2818.572081;-589.3046175;1
SGBR;St. Gallen Bruggen;4;Ost;;0;;0;;0;;0;;0;;;;;;
SGHA;St. Gallen Haggen;4;Ost;;0;;0;;0;;0;;0;;;;;;
SGF;St. Gallen St. Fiden;4;Ost;;0;;0;;0;;0;;0;;;;;;
SGWI;St. Gallen Winkeln;4;Ost;;0;;0;;0;;0;;0;;;;;;
STKT;St. Katharinental;HaV;Ost;;0;;0;;0;;0;;0;;;;;;
SMG;St. Margrethen;3;Ost;1.5;1;1.5;1;1.5;1;1.5;1;1.5;1;;;;;;
STA;Staad;4;Ost;;0;;0;;0;;0;;0;;;;;;
STAF;Stabio;4;Sud;;0;;0;;0;;0;;0;;;;;;
STAE;Stäfa;3;Ost;;0;;0;;0;;0;;0;;;;;;
STAL;Stalden im Emmental;HaV;Mitte;;0;;0;;0;;0;;0;;;;;;
STM;Stammheim;4;Ost;;0;;0;;0;;0;;0;;;;;;
SBL;St-Blaise CFF;4;Ouest;;0;;0;;0;;0;;0;;;;;;
SBLB;St-Blaise-Lac;4;Ouest;;0;;0;;0;;0;;0;;;;;;
STK;Steckborn;4;Ost;;0;;0;;0;;0;;0;;;;;;
STEF;Steffisburg;4;Mitte;;0;;0;;0;;0;;0;;;;;;
STG;Steg;4;Ost;;0;;0;;0;;0;;0;;;;;;
STR;Stein am Rhein;4;Ost;;0;;0;;0;;0;;0;;;;;;
STCH;Steinach;4;Ost;;0;;0;;0;;0;;0;;;;;;
STB;Steinebrunn;HaV;Ost;;0;;0;;0;;0;;0;;;;;;
STN;Steinen;4;Sud;;0;;0;;0;;0;;0;;;;;;
STBG;Steinerberg;4;Ost;;0;;0;;0;;0;;0;;;;;;
STE;Steinhausen;4;Ost;;0;;0;;0;;0;;0;;;;;;
STRI;Steinhausen Rigiblick;4;Ost;;0;;0;;0;;0;;0;;;;;;
STMR;Steinmaur;4;Ost;;0;;0;;0;;0;;0;;;;;;
STS;Stein-Säckingen;4;Mitte;;0;;0;;0;;0;;0;;3;;;;
STET;Stettbach;3;Ost;;0;;0;;0;;0;;0;;;;;;
STGI;St-Gingolph (Suisse);4;Ouest;;0;;0;;0;;0;;0;;;;;;
STI;St-Imier;4;Ouest;;0;;0;;0;;0;;0;;;;;;
STIC;St-Imier La Clef;4;Ouest;;0;;0;;0;;0;;0;;;;;;
SLF;Schloss Laufen am Rheinfall;4;Ouest;;0;;0;;0;;0;;0;;;;;;
SM;St-Maurice;3;Ouest;1.5;1;1.5;1;1.5;1;1.5;1;1.5;1;;4;;;;
STP;St-Prex;4;Ouest;;0;;0;;0;;0;;0;;;;;;
STSA;St-Saphorin;5;Ouest;;0;;0;;0;;0;;0;;;;;;
STU;Studen BE;4;Mitte;;0;;0;;0;;0;;0;;;;;;
SU;St-Ursanne;4;Ouest;;0;;0;;0;;0;;0;;;;;;
SUB;Suberg-Grossaffoltern;4;Mitte;;0;;0;;0;;0;;0;;;;;;
SUGI;Sugiez;4;Ouest;;0;;0;;0;;0;;0;;;;;;
SUHR;Suhr;3;Mitte;;0;;0;;0;;0;;0;;;;;;
SLG;Sulgen;4;Ost;;0;;0;;0;;0;;0;;;;;;
SS;Sursee;3;Mitte;1.5;1;1.5;1;1.5;1;1.5;1;1.5;1;;3;;;;
TAEN;Tägerschen;HaV;Ost;;0;;0;;0;;0;;0;;;;;;
TI;Tägertschi;4;Mitte;;0;;0;;0;;0;;0;;;;;;
TAEM;Tägerwilen Dorf;HaV;Ost;;0;;0;;0;;0;;0;;;;;;
TAEG;Tägerwilen-Gottlieben;HaV;Ost;;0;;0;;0;;0;;0;;;;;;
TAN;Tannay;4;Ouest;;0;;0;;0;;0;;0;;;;;;
TD;Tann-Dürnten;4;Ost;;0;;0;;0;;0;;0;;;;;;
TA;Tavannes;4;Ouest;;0;;0;;0;;0;;0;;;;;;
TAV;Taverne-Torricella;4;Sud;;0;;0;;0;;0;;0;;;;;;
TK;Tecknau;4;Mitte;;0;;0;;0;;0;;0;;;;;;
TEN;Tenero;4;Sud;;0;;0;;0;;0;;0;;;;;;
TER;Territet;5;Ouest;;0;;0;;0;;0;;0;;;;;;
TLH;Thalheim-Altikon;4;Ost;;0;;0;;0;;0;;0;;;;;;
TW;Thalwil;3;Ost;;0;;0;;0;;0;;0;;3;;;;
THO;Thörishaus;4;Mitte;;0;;0;;0;;0;;0;;;;;;
THOD;Thörishaus Dorf;4;Mitte;;0;;0;;0;;0;;0;;;;;;
TH;Thun;2;Mitte;2;1;2;1;2;1;2;1;2;1;;4;;-1173.572842;1807.484374;1
THU;Thurnen;4;Mitte;;0;;0;;0;;0;;0;;;;;;
TOA;Tobel-Affeltrangen;HaV;Ost;;0;;0;;0;;0;;0;;;;;;
TO;Toffen;4;Mitte;;0;;0;;0;;0;;0;;;;;;
TOUR;Tour-de-Peilz, La;4;Ouest;;0;;0;;0;;0;;0;;;;;;
TR;Travers;4;Ouest;;0;;0;;0;;0;;0;;;;;;
TREY;Trey;5;Ouest;;0;;0;;0;;0;;0;;;;;;
TRIB;Triboltingen;HaV;Ost;;0;;0;;0;;0;;0;;;;;;
TRI;Trimbach;5;Mitte;;0;;0;;0;;0;;0;;;;;;
TRUE;Trübbach;4;Ost;;0;;0;;0;;0;;0;;;;;;
TSCH;Trubschachen;5;Mitte;;0;;0;;0;;0;;0;;;;;;
TUI;Tuileries, Les;4;Ouest;;0;;0;;0;;0;;0;;;;;;
TU;Turbenthal;4;Ost;;0;;0;;0;;0;;0;;;;;;
TG;Turgi;3;Ost;;0;;0;;0;;0;;0;;3;;;;
TUR;Turtmann;4;Ouest;;0;;0;;0;;0;;0;;;;;;
TUE;Tüscherz;5;Ouest;;0;;0;;0;;0;;0;;;;;;
TWN;Twann;4;Ouest;;0;;0;;0;;0;;0;;;;;;
UER;Uerikon;4;Ost;;0;;0;;0;;0;;0;;;;;;
UE;Uetendorf;4;Mitte;;0;;0;;0;;0;;0;;;;;;
UEA;Uetendorf Allmend;4;Mitte;;0;;0;;0;;0;;0;;;;;;
UET;Uetikon;3;Ost;;0;;0;;0;;0;;0;;;;;;
UNT;Unterterzen;4;Ost;;0;;0;;0;;0;;0;;;;;;
URD;Urdorf;3;Ost;;0;;0;;0;;0;;0;;;;;;
URDW;Urdorf Weihermatt;3;Ost;;0;;0;;0;;0;;0;;;;;;
UST;Uster;3;Ost;;0;;0;;0;;0;;0;;4;;;;
UTI;Uttigen;4;Mitte;;0;;0;;0;;0;;0;;;;;;
UTW;Uttwil;HaV;Ost;;0;;0;;0;;0;;0;;;;;;
UT;Utzenstorf;5;Mitte;;0;;0;;0;;0;;0;;;;;;
UZ;Uznach;4;Ost;;0;;0;;0;;0;;0;;;;;;
UZW;Uzwil;4;Ost;1.5;1;1.5;1;1.5;1;1.5;1;1.5;1;;3;;;;
VAL;Vallorbe;4;Ouest;1.5;1;1.5;1;1.5;1;1.5;1;1.5;1;;;;;;
VAR;Varzo;4;Sud;;0;;0;;0;;0;;0;;;;;;
VD;Vauderens;5;Ouest;;0;;0;;0;;0;;0;;;;;;
VAU;Vaumarcus;5;Ouest;;0;;0;;0;;0;;0;;;;;;
VERN;Vernayaz;4;Ouest;;0;;0;;0;;0;;0;;;;;;
COI;Vernier;4;Ouest;;0;;0;;0;;0;;0;;;;;;
VSX;Versoix;4;Ouest;;0;;0;;0;;0;;0;;;;;;
VV;Vevey;3;Ouest;1.5;1;1.5;1;1.5;1;1.5;1;1.5;1;;4;;;;
VVFU;Vevey-Funi;HaV;Ouest;;0;;0;;0;;0;;0;;;;;;
VEY;Veytaux-Chillon;5;Ouest;;0;;0;;0;;0;;0;;;;;;
VG;Villars-sur-Glâne;4;Ouest;;0;;0;;0;;0;;0;;;;;;
VZ;Villaz-St-Pierre;4;Ouest;;0;;0;;0;;0;;0;;;;;;
VIL;Villeneuve;4;Ouest;;0;;0;;0;;0;;0;;;;;;
VT;Villeret;4;Ouest;;0;;0;;0;;0;;0;;;;;;
VTE;Villette VD;5;Ouest;;0;;0;;0;;0;;0;;;;;;
VIO;Vionnaz;5;Ouest;;0;;0;;0;;0;;0;;;;;;
VI;Visp;2;Ouest;2;1;2;1;2;1;2;1;2;1;;4;;-578.900898;3418.974947;1
VOU;Vouvry;4;Ouest;;0;;0;;0;;0;;0;;;;;;
VU;Vufflens-la-Ville;4;Ouest;;0;;0;;0;;0;;0;;;;;;
WBB;Wabern bei Bern;4;Mitte;;0;;0;;0;;0;;0;;;;;;
WAE;Wädenswil;3;Ost;;0;;0;;0;;0;;0;;3;;;;
